id,mol_weight,logp,tpsa,event_timestamp
13918,422.46000000000015,3.1522200000000016,90.57000000000001,2025-04-13 17:26:46.310647
13919,423.5610000000004,3.403120000000002,71.45,2025-04-13 17:26:46.310647
13920,438.5760000000004,2.9853200000000015,97.47,2025-04-13 17:26:46.310647
13921,434.54000000000013,3.8564400000000028,69.47999999999999,2025-04-13 17:26:46.310647
13922,447.53900000000016,3.495140000000001,103.46,2025-04-13 17:26:46.310647
13923,420.5130000000002,3.4679400000000022,69.48,2025-04-13 17:26:46.310647
13924,422.9160000000001,4.033120000000003,68.21000000000001,2025-04-13 17:26:46.310647
13925,424.9320000000002,3.976620000000003,60.25,2025-04-13 17:26:46.310647
13926,437.9310000000002,3.6153200000000023,94.23,2025-04-13 17:26:46.310647
13927,436.94300000000015,4.220320000000003,81.34,2025-04-13 17:26:46.310647
13928,437.4750000000002,2.9373200000000015,103.46000000000001,2025-04-13 17:26:46.310647
13929,437.5880000000003,3.6938200000000023,80.24000000000001,2025-04-13 17:26:46.310647
13930,419.4850000000001,2.9599400000000013,103.46,2025-04-13 17:26:46.310647
13931,442.5230000000002,3.3507200000000017,85.17,2025-04-13 17:26:46.310647
13932,439.6040000000004,3.733520000000003,63.49000000000001,2025-04-13 17:26:46.310647
13933,442.54500000000013,2.524140000000001,103.10000000000001,2025-04-13 17:26:46.310647
13934,422.5040000000002,3.8073200000000025,60.25,2025-04-13 17:26:46.310647
13935,449.51100000000014,2.8841400000000013,110.45,2025-04-13 17:26:46.310647
13936,422.4890000000002,2.886120000000001,107.13000000000001,2025-04-13 17:26:46.310647
13937,447.53900000000016,3.315520000000002,103.46,2025-04-13 17:26:46.310647
13938,444.5390000000003,3.0253200000000016,97.47,2025-04-13 17:26:46.310647
13939,443.55100000000033,3.630320000000002,84.58,2025-04-13 17:26:46.310647
